pm2_5, pm10 , carbon_monoxide, nitrogen_dioxide, sulphur_dioxide, ozone, ammonia, datetime
 74.0, 126.7,           637.0,             14.9,            38.9, 109.0,        , 2023-11-14 01:00:00
 75.0, 127.6,           655.0,             15.8,            42.9, 104.0,        , 2023-11-14 02:00:00
 77.8, 130.9,           675.0,             16.7,            46.2, 100.0,        , 2023-11-14 03:00:00
 80.3, 134.6,           696.0,             17.6,            49.5,  97.0,        , 2023-11-14 04:00:00
 80.8, 134.6,           733.0,             19.6,            54.4,  93.0,        , 2023-11-14 05:00:00
 83.6, 137.8,           746.0,             21.5,            58.8, 100.0,        , 2023-11-14 06:00:00
 85.7, 140.6,           760.0,             23.9,            64.4, 110.0,        , 2023-11-14 07:00:00
 86.1, 142.5,           750.0,             24.0,            65.5, 122.0,        , 2023-11-14 08:00:00
 78.9, 132.2,           692.0,             19.7,            57.6, 137.0,        , 2023-11-14 09:00:00
 72.6, 122.9,           610.0,             13.1,            45.1, 155.0,        , 2023-11-14 10:00:00
 69.4, 118.3,           548.0,              8.2,            35.4, 167.0,        , 2023-11-14 11:00:00
 68.2, 115.9,           525.0,              6.4,            31.7, 172.0,        , 2023-11-14 12:00:00
 66.8, 113.4,           522.0,              6.3,            30.7, 172.0,        , 2023-11-14 13:00:00
 64.7, 109.4,           521.0,              7.1,            30.8, 169.0,        , 2023-11-14 14:00:00
 61.9, 104.5,           519.0,              9.1,            31.7, 160.0,        , 2023-11-14 15:00:00
 58.3,  98.5,           520.0,             12.0,            33.6, 148.0,        , 2023-11-14 16:00:00
 61.9, 104.3,           526.0,             13.4,            34.9, 141.0,        , 2023-11-14 17:00:00
 60.5, 101.3,           516.0,             13.0,            34.4, 139.0,        , 2023-11-14 18:00:00
 58.0,  97.8,           502.0,             12.4,            33.7, 137.0,        , 2023-11-14 19:00:00
 55.3,  93.8,           494.0,             12.2,            33.4, 133.0,        , 2023-11-14 20:00:00
 53.0,  90.1,           494.0,             12.6,            33.5, 127.0,        , 2023-11-14 21:00:00
 51.1,  86.8,           500.0,             13.2,            34.1, 120.0,        , 2023-11-14 22:00:00
 49.7,  84.1,           510.0,             14.0,            35.4, 113.0,        , 2023-11-14 23:00:00
 49.9,  83.8,           527.0,             14.8,            38.1, 107.0,        , 2023-11-15 00:00:00
 50.8,  84.3,           548.0,             15.7,            41.5, 101.0,        , 2023-11-15 01:00:00
 52.4,  86.1,           567.0,             16.5,            44.6,  97.0,        , 2023-11-15 02:00:00
 54.2,  88.5,           579.0,             17.1,            46.7,  95.0,        , 2023-11-15 03:00:00
 55.6,  90.3,           588.0,             17.5,            48.3,  95.0,        , 2023-11-15 04:00:00
 56.9,  91.7,           598.0,             17.9,            49.2,  97.0,        , 2023-11-15 05:00:00
 59.1,  95.0,           613.0,             19.8,            51.9,  98.0,        , 2023-11-15 06:00:00
 60.3,  96.4,           631.0,             22.3,            55.4, 100.0,        , 2023-11-15 07:00:00
 63.1, 101.3,           631.0,             23.1,            56.3, 104.0,        , 2023-11-15 08:00:00
 59.8,  96.6,           594.0,             20.6,            52.4, 112.0,        , 2023-11-15 09:00:00
 56.3,  91.0,           539.0,             16.5,            45.9, 122.0,        , 2023-11-15 10:00:00
 53.1,  85.7,           494.0,             13.2,            40.5, 130.0,        , 2023-11-15 11:00:00
 50.2,  80.8,           471.0,             11.8,            37.6, 133.0,        , 2023-11-15 12:00:00
 47.4,  75.9,           457.0,             11.3,            35.8, 133.0,        , 2023-11-15 13:00:00
 44.7,  71.2,           450.0,             11.5,            34.8, 131.0,        , 2023-11-15 14:00:00
 43.1,  68.0,           447.0,             12.6,            34.6, 127.0,        , 2023-11-15 15:00:00
 42.0,  65.9,           451.0,             14.3,            35.2, 121.0,        , 2023-11-15 16:00:00
 42.8,  65.4,           445.0,             14.6,            34.8, 122.0,        , 2023-11-15 17:00:00
 43.2,  65.9,           453.0,             14.8,            36.3, 119.0,        , 2023-11-15 18:00:00
 43.3,  66.1,           464.0,             15.0,            38.3, 115.0,        , 2023-11-15 19:00:00
 43.4,  66.4,           474.0,             15.2,            39.8, 111.0,        , 2023-11-15 20:00:00
 43.9,  67.1,           480.0,             15.2,            40.4, 108.0,        , 2023-11-15 21:00:00
 43.9,  67.1,           484.0,             15.0,            40.5, 105.0,        , 2023-11-15 22:00:00
 43.1,  65.7,           487.0,             14.9,            40.6, 103.0,        , 2023-11-15 23:00:00
 42.1,  64.0,           488.0,             14.7,            40.7, 101.0,        , 2023-11-16 00:00:00
 41.6,  62.6,           488.0,             14.5,            40.8, 100.0,        , 2023-11-16 01:00:00
 41.7,  62.6,           494.0,             14.6,            41.8,  99.0,        , 2023-11-16 02:00:00
 43.3,  64.7,           509.0,             15.1,            44.1,  99.0,        , 2023-11-16 03:00:00
 44.6,  66.4,           528.0,             15.8,            47.3, 100.0,        , 2023-11-16 04:00:00
 45.8,  68.2,           645.0,             22.1,            57.0,  75.0,        , 2023-11-16 05:00:00
 47.3,  70.5,           658.0,             23.9,            63.9,  84.0,        , 2023-11-16 06:00:00
 47.5,  71.0,           671.0,             26.0,            72.8,  96.0,        , 2023-11-16 07:00:00
 44.7,  67.3,           650.0,             25.8,            74.8, 107.0,        , 2023-11-16 08:00:00
 31.8,  47.8,           561.0,             20.8,            63.2, 114.0,        , 2023-11-16 09:00:00
 24.3,  36.6,           437.0,             13.4,            44.7, 119.0,        , 2023-11-16 10:00:00
 20.5,  30.9,           344.0,              7.9,            30.5, 122.0,        , 2023-11-16 11:00:00
 18.7,  27.9,           309.0,              5.9,            25.3, 125.0,        , 2023-11-16 12:00:00
 18.2,  27.2,           304.0,              5.9,            24.5, 126.0,        , 2023-11-16 13:00:00
 17.6,  26.4,           311.0,              7.0,            25.0, 124.0,        , 2023-11-16 14:00:00
 17.5,  26.4,           327.0,              9.8,            26.3, 116.0,        , 2023-11-16 15:00:00
 18.0,  27.8,           356.0,             13.8,            29.0, 106.0,        , 2023-11-16 16:00:00
 20.5,  32.7,           386.0,             16.7,            33.0, 110.0,        , 2023-11-16 17:00:00
 23.3,  38.2,           400.0,             17.0,            34.5, 108.0,        , 2023-11-16 18:00:00
 24.7,  41.1,           423.0,             17.6,            36.8, 105.0,        , 2023-11-16 19:00:00
 25.4,  42.7,           454.0,             18.9,            39.4, 100.0,        , 2023-11-16 20:00:00
 27.5,  45.4,           500.0,             21.6,            42.5,  92.0,        , 2023-11-16 21:00:00
 30.4,  49.1,           556.0,             25.0,            45.9,  82.0,        , 2023-11-16 22:00:00
 32.9,  52.3,           607.0,             27.5,            48.9,  72.0,        , 2023-11-16 23:00:00
 34.9,  54.6,           645.0,             28.2,            51.4,  63.0,        , 2023-11-17 00:00:00
 36.4,  56.2,           677.0,             28.1,            53.4,  54.0,        , 2023-11-17 01:00:00
 37.5,  57.2,           714.0,             28.3,            54.4,  44.0,        , 2023-11-17 02:00:00
 38.4,  58.1,           753.0,             28.8,            48.7,  31.0,        , 2023-11-17 03:00:00
 39.1,  58.6,           796.0,             29.6,            41.9,  17.0,        , 2023-11-17 04:00:00
 35.5,  52.6,           820.0,             27.3,            37.1,  11.0,        , 2023-11-17 05:00:00
 38.6,  56.9,           891.0,             35.2,            77.5,  21.0,        , 2023-11-17 06:00:00
 46.7,  69.2,           982.0,             45.6,           131.9,  36.0,        , 2023-11-17 07:00:00
 49.8,  73.3,          1002.0,             50.2,           162.7,  55.0,        , 2023-11-17 08:00:00
 39.7,  57.6,           886.0,             43.4,           147.6,  81.0,        , 2023-11-17 09:00:00
 32.7,  47.4,           699.0,             30.9,           108.9, 110.0,        , 2023-11-17 10:00:00
 30.3,  43.8,           545.0,             20.6,            76.1, 132.0,        , 2023-11-17 11:00:00
 28.2,  41.2,           468.0,             15.7,            60.1, 142.0,        , 2023-11-17 12:00:00
 26.7,  39.3,           424.0,             13.1,            50.0, 143.0,        , 2023-11-17 13:00:00
 24.1,  36.3,           391.0,             12.0,            42.8, 139.0,        , 2023-11-17 14:00:00
 21.3,  32.9,           358.0,             12.6,            38.1, 126.0,        , 2023-11-17 15:00:00
 18.4,  29.6,           334.0,             14.7,            36.2, 107.0,        , 2023-11-17 16:00:00
 13.4,  23.1,           338.0,             18.2,            39.7,  85.0,        , 2023-11-17 17:00:00
 13.1,  23.4,           345.0,             18.8,            39.3,  83.0,        , 2023-11-17 18:00:00
 14.2,  25.5,           356.0,             19.7,            38.9,  79.0,        , 2023-11-17 19:00:00
 16.9,  29.7,           382.0,             21.0,            39.0,  74.0,        , 2023-11-17 20:00:00
 20.1,  34.3,           431.0,             23.1,            39.4,  67.0,        , 2023-11-17 21:00:00
 22.9,  38.3,           495.0,             25.6,            40.3,  59.0,        , 2023-11-17 22:00:00
 24.3,  39.9,           555.0,             27.7,            42.9,  52.0,        , 2023-11-17 23:00:00
 24.9,  40.5,           604.0,             28.7,            48.1,  46.0,        , 2023-11-18 00:00:00
 25.9,  41.7,           649.0,             29.3,            54.9,  40.0,        , 2023-11-18 01:00:00
 27.1,  42.6,           696.0,             30.2,            61.7,  35.0,        , 2023-11-18 02:00:00
 29.0,  44.9,           755.0,             31.9,            66.9,  28.0,        , 2023-11-18 03:00:00
 31.1,  47.5,           815.0,             33.9,            72.0,  22.0,        , 2023-11-18 04:00:00
 31.5,  46.9,           814.0,             38.8,            79.9,  20.0,        , 2023-11-18 05:00:00
 32.1,  47.4,           791.0,             39.4,            90.7,  33.0,        , 2023-11-18 06:00:00
 33.8,  49.5,           755.0,             39.8,           104.7,  51.0,        , 2023-11-18 07:00:00
 29.3,  43.1,           696.0,             37.6,           108.6,  69.0,        , 2023-11-18 08:00:00
 23.3,  34.2,           596.0,             30.1,            93.1,  86.0,        , 2023-11-18 09:00:00
 20.2,  29.7,           473.0,             20.0,            67.6, 104.0,        , 2023-11-18 10:00:00
 18.9,  27.8,           378.0,             12.1,            47.0, 117.0,        , 2023-11-18 11:00:00
 18.3,  27.1,           332.0,              8.5,            37.0, 125.0,        , 2023-11-18 12:00:00
 18.2,  27.3,           313.0,              7.3,            31.9, 129.0,        , 2023-11-18 13:00:00
 17.8,  27.1,           306.0,              7.4,            29.4, 128.0,        , 2023-11-18 14:00:00
 17.2,  26.8,           311.0,              9.3,            29.6, 120.0,        , 2023-11-18 15:00:00
 18.1,  28.8,           329.0,             12.7,            32.4, 107.0,        , 2023-11-18 16:00:00
 23.2,  37.4,           349.0,             15.7,            35.4,  90.0,        , 2023-11-18 17:00:00
 22.2,  36.1,           354.0,             15.9,            35.4,  85.0,        , 2023-11-18 18:00:00
 21.8,  35.3,           363.0,             16.3,            35.4,  78.0,        , 2023-11-18 19:00:00
 22.8,  36.7,           378.0,             17.0,            35.7,  71.0,        , 2023-11-18 20:00:00
 24.2,  38.9,           405.0,             18.2,            36.2,  66.0,        , 2023-11-18 21:00:00
 26.1,  41.7,           439.0,             19.7,            37.0,  62.0,        , 2023-11-18 22:00:00
 27.3,  43.5,           469.0,             21.1,            38.7,  59.0,        , 2023-11-18 23:00:00
 28.2,  44.8,           492.0,             22.3,            42.0,  56.0,        , 2023-11-19 00:00:00
 28.8,  45.5,           510.0,             23.5,            46.1,  53.0,        , 2023-11-19 01:00:00
 28.5,  44.9,           523.0,             24.5,            49.8,  51.0,        , 2023-11-19 02:00:00
 28.2,  44.5,           530.0,             25.5,            52.3,  48.0,        , 2023-11-19 03:00:00
 28.0,  44.0,           531.0,             26.4,            54.2,  46.0,        , 2023-11-19 04:00:00
 25.4,  39.9,           463.0,             23.3,            50.3,  54.0,        , 2023-11-19 05:00:00
 27.1,  42.3,           463.0,             22.9,            52.9,  58.0,        , 2023-11-19 06:00:00
 28.3,  43.5,           460.0,             22.3,            56.1,  65.0,        , 2023-11-19 07:00:00
 25.0,  38.9,           443.0,             20.5,            55.6,  73.0,        , 2023-11-19 08:00:00
 22.6,  35.3,           399.0,             16.6,            47.8,  84.0,        , 2023-11-19 09:00:00
 20.8,  32.6,           340.0,             11.5,            36.2,  97.0,        , 2023-11-19 10:00:00
 19.7,  31.1,           294.0,              7.8,            27.1, 105.0,        , 2023-11-19 11:00:00
 18.1,  29.0,           269.0,              6.3,            22.8, 107.0,        , 2023-11-19 12:00:00
 16.9,  27.5,           256.0,              6.1,            21.1, 104.0,        , 2023-11-19 13:00:00
 16.4,  27.0,           255.0,              6.9,            20.9, 101.0,        , 2023-11-19 14:00:00
 16.7,  27.6,           270.0,              9.1,            22.9,  98.0,        , 2023-11-19 15:00:00
 17.5,  29.0,           297.0,             12.2,            26.5,  95.0,        , 2023-11-19 16:00:00
 22.8,  37.1,           324.0,             13.8,            28.3,  94.0,        , 2023-11-19 17:00:00
 25.0,  41.3,           325.0,             13.3,            28.0,  94.0,        , 2023-11-19 18:00:00
 25.4,  42.6,           327.0,             12.6,            27.6,  95.0,        , 2023-11-19 19:00:00
